10.58 ,1.96 
39.12 ,40.37 
19.49 ,12.85 
14.10 ,7.74 
11.55 ,2.46 
13.90 ,6.43 
9.67 ,-5.16 
12.59 ,0.57 
14.50 ,7.47 
9.69 ,10.96 
19.76 ,12.99 
9.82 ,3.96 
11.02 ,0.92 
9.98 ,0.39 
12.22 ,1.31 
18.79 ,14.51 
12.53 ,10.28 
16.38 ,8.16 
17.65 ,13.07 
11.54 ,1.78 
10.62 ,0.29 
9.73 ,5.43 
10.98 ,3.55 
14.69 ,8.26 
11.29 ,13.85 
10.20 ,3.82 
15.95 ,0.28 
25.76 ,17.41 
10.46 ,1.19 
4.20 ,12.08 
3.80 ,6.27 
5.85 ,9.38 
4.81 ,8.14 
4.02 ,4.69 
5.76 ,8.16 
5.13 ,2.99 
5.89 ,8.24 
4.45 ,4.53 
3.47 ,2.62 
3.92 ,2.23 
9.73 ,10.65 
3.94 ,2.17 
5.78 ,4.96 
3.87 ,0.49 
3.69 ,2.41 
4.37 ,3.64 
3.52 ,0.39 
4.42 ,2.51 
4.86 ,3.70 
4.25 ,2.16 
13.92 ,14.95 
3.77 ,2.93 
4.34 ,3.56 
3.82 ,2.12 
13.01 ,15.55 
8.81 ,9.27 
7.53 ,4.84 
9.05 ,10.09 
15.25 ,16.58 
3.61 ,-0.84 
4.53 ,4.12 
6.35 ,8.33 
4.05 ,1.27 
5.64 ,4.49 
5.45 ,3.13 
5.56 ,2.83 
3.85 ,2.33 
8.82 ,6.95 
4.36 ,3.78 
3.71 ,0.38 
4.73 ,2.69 
8.04 ,3.70 
3.97 ,1.68 
5.37 ,4.62 
4.87 ,0.72 
3.48 ,3.53 
3.98 ,1.27 
8.04 ,5.50 
3.81 ,0.70 
5.18 ,4.64 
3.65 ,1.26 
5.10 ,2.95 
5.22 ,3.43 
4.35 ,0.98 
4.37 ,-0.98 
4.31 ,1.70 
3.87 ,3.16 
6.39 ,2.72 
6.49 ,3.72 
6.06 ,3.55 
3.56 ,-0.51 
14.61 ,12.31 
10.24 ,8.28 
13.02 ,11.71 
4.96 ,3.36 
5.70 ,3.95 
7.03 ,5.34 
3.78 ,0.70 
13.97 ,14.42 
6.96 ,4.59 
5.04 ,2.77 
4.13 ,0.88 
4.96 ,2.29 
3.45 ,-1.84 
4.50 ,0.20 
5.18 ,2.67 
3.46 ,3.92 
7.06 ,4.64 
3.51 ,1.41 
3.93 ,0.33 
3.56 ,0.14 
4.37 ,0.47 
6.71 ,5.18 
4.48 ,3.67 
5.85 ,2.91 
6.31 ,4.67 
4.12 ,0.64 
3.79 ,0.10 
3.47 ,1.94 
3.92 ,1.27 
5.24 ,2.95 
4.03 ,4.95 
3.64 ,1.36 
5.70 ,0.10 
9.20 ,6.22 
3.73 ,0.42 
